replicate,pop,gen,prefS,Fis,selModel
5,STH,12,0.2,-0.1807,hetIncompLocusPref
5,STL,13,0.2,-0.0865,hetIncompLocusPref
5,STM,13,0.2,-0.1395,hetIncompLocusPref
5,STH,13,0.2,-0.1395,hetIncompLocusPref
5,STL,14,0.2,-0.1951,hetIncompLocusPref
5,STM,14,0.2,-0.1264,hetIncompLocusPref
5,STH,14,0.2,-0.0889,hetIncompLocusPref
5,STL,15,0.2,-0.225,hetIncompLocusPref
5,STM,15,0.2,-0.1136,hetIncompLocusPref
5,STH,15,0.2,-0.0889,hetIncompLocusPref
5,STL,16,0.2,-0.2564,hetIncompLocusPref
5,STM,16,0.2,-0.1807,hetIncompLocusPref
5,STH,16,0.2,-0.0889,hetIncompLocusPref
5,STL,17,0.2,-0.2895,hetIncompLocusPref
5,STM,17,0.2,-0.1951,hetIncompLocusPref
5,STH,17,0.2,-0.1264,hetIncompLocusPref
5,STL,18,0.2,-0.1529,hetIncompLocusPref
5,STM,18,0.2,-0.0946,hetIncompLocusPref
5,STH,18,0.2,-0.1011,hetIncompLocusPref
5,STL,19,0.2,-0.0889,hetIncompLocusPref
5,STM,19,0.2,-0.1951,hetIncompLocusPref
5,STH,19,0.2,-0.1136,hetIncompLocusPref
5,STL,20,0.2,-0.0538,hetIncompLocusPref
5,STM,20,0.2,-0.115,hetIncompLocusPref
5,STH,20,0.2,-0.1395,hetIncompLocusPref
6,STL,1,0.2,-1,hetIncompLocusPref
6,STM,1,0.2,-1,hetIncompLocusPref
6,STH,1,0.2,-1,hetIncompLocusPref
6,STL,2,0.2,-0.1571,hetIncompLocusPref
6,STM,2,0.2,-0.4425,hetIncompLocusPref
6,STH,2,0.2,-0.5766,hetIncompLocusPref
6,STL,3,0.2,-0.2895,hetIncompLocusPref
6,STM,3,0.2,-0.2775,hetIncompLocusPref
6,STH,3,0.2,-0.4412,hetIncompLocusPref
6,STL,4,0.2,-0.0946,hetIncompLocusPref
6,STM,4,0.2,-0.2727,hetIncompLocusPref
6,STH,4,0.2,-0.1571,hetIncompLocusPref
6,STL,5,0.2,-0.1951,hetIncompLocusPref
6,STM,5,0.2,-0.2099,hetIncompLocusPref
6,STH,5,0.2,-0.2564,hetIncompLocusPref
6,STL,6,0.2,-0.1667,hetIncompLocusPref
6,STM,6,0.2,-0.1395,hetIncompLocusPref
6,STH,6,0.2,-0.1951,hetIncompLocusPref
6,STL,7,0.2,-0.1667,hetIncompLocusPref
6,STM,7,0.2,-0.1667,hetIncompLocusPref
6,STH,7,0.2,-0.1667,hetIncompLocusPref
6,STL,8,0.2,-0.0095,hetIncompLocusPref
6,STM,8,0.2,-0.1264,hetIncompLocusPref
6,STH,8,0.2,-0.1264,hetIncompLocusPref
6,STL,9,0.2,-0.1264,hetIncompLocusPref
6,STM,9,0.2,-0.0889,hetIncompLocusPref
6,STH,9,0.2,-0.1529,hetIncompLocusPref
6,STL,10,0.2,-0.1136,hetIncompLocusPref
6,STM,10,0.2,-0.0538,hetIncompLocusPref
6,STH,10,0.2,-0.0769,hetIncompLocusPref
6,STL,11,0.2,-0.0316,hetIncompLocusPref
6,STM,11,0.2,-0.0426,hetIncompLocusPref
6,STH,11,0.2,-0.0769,hetIncompLocusPref
6,STL,12,0.2,-0.0316,hetIncompLocusPref
6,STM,12,0.2,-0.0769,hetIncompLocusPref
6,STH,12,0.2,-0.0538,hetIncompLocusPref
6,STL,13,0.2,-0.0769,hetIncompLocusPref
6,STM,13,0.2,-0.0652,hetIncompLocusPref
6,STH,13,0.2,-0.1011,hetIncompLocusPref
6,STL,14,0.2,-0.0538,hetIncompLocusPref
6,STM,14,0.2,-0.0426,hetIncompLocusPref
6,STH,14,0.2,-0.0889,hetIncompLocusPref
6,STL,15,0.2,0.0134,hetIncompLocusPref
6,STM,15,0.2,-0.0889,hetIncompLocusPref
6,STH,15,0.2,-0.0889,hetIncompLocusPref
6,STL,16,0.2,-0.1667,hetIncompLocusPref
6,STM,16,0.2,0.0887,hetIncompLocusPref
6,STH,16,0.2,-0.0889,hetIncompLocusPref
6,STL,17,0.2,-0.1011,hetIncompLocusPref
6,STM,17,0.2,-0.1529,hetIncompLocusPref
6,STH,17,0.2,-0.1395,hetIncompLocusPref
6,STL,18,0.2,-0.1529,hetIncompLocusPref
6,STM,18,0.2,-0.1264,hetIncompLocusPref
6,STH,18,0.2,-0.1807,hetIncompLocusPref
6,STL,19,0.2,-0.0095,hetIncompLocusPref
6,STM,19,0.2,-0.1529,hetIncompLocusPref
6,STH,19,0.2,-0.225,hetIncompLocusPref
6,STL,20,0.2,-0.1136,hetIncompLocusPref
6,STM,20,0.2,-0.0769,hetIncompLocusPref
6,STH,20,0.2,-0.1395,hetIncompLocusPref
7,STL,1,0.2,-1,hetIncompLocusPref
7,STM,1,0.2,-1,hetIncompLocusPref
7,STH,1,0.2,-1,hetIncompLocusPref
7,STL,2,0.2,-0.453,hetIncompLocusPref
7,STM,2,0.2,-0.3936,hetIncompLocusPref
7,STH,2,0.2,-0.3279,hetIncompLocusPref
7,STL,3,0.2,-0.5556,hetIncompLocusPref
7,STM,3,0.2,-0.3803,hetIncompLocusPref
7,STH,3,0.2,-0.3803,hetIncompLocusPref
