replicate,pop,gen,prefS,H0,selModel
5,STH,13,0.6,0.08,disIncompLocusPref
5,STL,14,0.6,0.4,disIncompLocusPref
5,STM,14,0.6,0.3,disIncompLocusPref
5,STH,14,0.6,0.04,disIncompLocusPref
5,STL,15,0.6,0.4,disIncompLocusPref
5,STM,15,0.6,0.26,disIncompLocusPref
5,STH,15,0.6,0.1,disIncompLocusPref
5,STL,16,0.6,0.52,disIncompLocusPref
5,STM,16,0.6,0.26,disIncompLocusPref
5,STH,16,0.6,0.08,disIncompLocusPref
5,STL,17,0.6,0.5,disIncompLocusPref
5,STM,17,0.6,0.38,disIncompLocusPref
5,STH,17,0.6,0.18,disIncompLocusPref
5,STL,18,0.6,0.44,disIncompLocusPref
5,STM,18,0.6,0.3,disIncompLocusPref
5,STH,18,0.6,0.26,disIncompLocusPref
5,STL,19,0.6,0.48,disIncompLocusPref
5,STM,19,0.6,0.3,disIncompLocusPref
5,STH,19,0.6,0.28,disIncompLocusPref
5,STL,20,0.6,0.5,disIncompLocusPref
5,STM,20,0.6,0.28,disIncompLocusPref
5,STH,20,0.6,0.26,disIncompLocusPref
6,STL,1,0.6,1,disIncompLocusPref
6,STM,1,0.6,1,disIncompLocusPref
6,STH,1,0.6,1,disIncompLocusPref
6,STL,2,0.6,0.72,disIncompLocusPref
6,STM,2,0.6,0.62,disIncompLocusPref
6,STH,2,0.6,0.72,disIncompLocusPref
6,STL,3,0.6,0.46,disIncompLocusPref
6,STM,3,0.6,0.4,disIncompLocusPref
6,STH,3,0.6,0.5,disIncompLocusPref
6,STL,4,0.6,0.22,disIncompLocusPref
6,STM,4,0.6,0.36,disIncompLocusPref
6,STH,4,0.6,0.52,disIncompLocusPref
6,STL,5,0.6,0.28,disIncompLocusPref
6,STM,5,0.6,0.46,disIncompLocusPref
6,STH,5,0.6,0.46,disIncompLocusPref
6,STL,6,0.6,0.34,disIncompLocusPref
6,STM,6,0.6,0.26,disIncompLocusPref
6,STH,6,0.6,0.4,disIncompLocusPref
6,STL,7,0.6,0.38,disIncompLocusPref
6,STM,7,0.6,0.24,disIncompLocusPref
6,STH,7,0.6,0.56,disIncompLocusPref
6,STL,8,0.6,0.5,disIncompLocusPref
6,STM,8,0.6,0.3,disIncompLocusPref
6,STH,8,0.6,0.5,disIncompLocusPref
6,STL,9,0.6,0.36,disIncompLocusPref
6,STM,9,0.6,0.5,disIncompLocusPref
6,STH,9,0.6,0.46,disIncompLocusPref
6,STL,10,0.6,0.36,disIncompLocusPref
6,STM,10,0.6,0.44,disIncompLocusPref
6,STH,10,0.6,0.54,disIncompLocusPref
6,STL,11,0.6,0.38,disIncompLocusPref
6,STM,11,0.6,0.48,disIncompLocusPref
6,STH,11,0.6,0.36,disIncompLocusPref
6,STL,12,0.6,0.36,disIncompLocusPref
6,STM,12,0.6,0.42,disIncompLocusPref
6,STH,12,0.6,0.42,disIncompLocusPref
6,STL,13,0.6,0.44,disIncompLocusPref
6,STM,13,0.6,0.26,disIncompLocusPref
6,STH,13,0.6,0.4,disIncompLocusPref
6,STL,14,0.6,0.24,disIncompLocusPref
6,STM,14,0.6,0.32,disIncompLocusPref
6,STH,14,0.6,0.4,disIncompLocusPref
6,STL,15,0.6,0.3,disIncompLocusPref
6,STM,15,0.6,0.32,disIncompLocusPref
6,STH,15,0.6,0.4,disIncompLocusPref
6,STL,16,0.6,0.2,disIncompLocusPref
6,STM,16,0.6,0.38,disIncompLocusPref
6,STH,16,0.6,0.46,disIncompLocusPref
6,STL,17,0.6,0.32,disIncompLocusPref
6,STM,17,0.6,0.38,disIncompLocusPref
6,STH,17,0.6,0.36,disIncompLocusPref
6,STL,18,0.6,0.32,disIncompLocusPref
6,STM,18,0.6,0.24,disIncompLocusPref
6,STH,18,0.6,0.44,disIncompLocusPref
6,STL,19,0.6,0.34,disIncompLocusPref
6,STM,19,0.6,0.22,disIncompLocusPref
6,STH,19,0.6,0.42,disIncompLocusPref
6,STL,20,0.6,0.32,disIncompLocusPref
6,STM,20,0.6,0.28,disIncompLocusPref
6,STH,20,0.6,0.36,disIncompLocusPref
7,STL,1,0.6,1,disIncompLocusPref
7,STM,1,0.6,1,disIncompLocusPref
7,STH,1,0.6,1,disIncompLocusPref
7,STL,2,0.6,0.66,disIncompLocusPref
7,STM,2,0.6,0.66,disIncompLocusPref
7,STH,2,0.6,0.68,disIncompLocusPref
7,STL,3,0.6,0.5,disIncompLocusPref
7,STM,3,0.6,0.58,disIncompLocusPref
7,STH,3,0.6,0.54,disIncompLocusPref
7,STL,4,0.6,0.44,disIncompLocusPref
7,STM,4,0.6,0.54,disIncompLocusPref
7,STH,4,0.6,0.5,disIncompLocusPref
7,STL,5,0.6,0.44,disIncompLocusPref
7,STM,5,0.6,0.42,disIncompLocusPref
7,STH,5,0.6,0.4,disIncompLocusPref
7,STL,6,0.6,0.52,disIncompLocusPref
7,STM,6,0.6,0.4,disIncompLocusPref
7,STH,6,0.6,0.46,disIncompLocusPref
7,STL,7,0.6,0.48,disIncompLocusPref
7,STM,7,0.6,0.32,disIncompLocusPref
7,STH,7,0.6,0.54,disIncompLocusPref
7,STL,8,0.6,0.4,disIncompLocusPref
