replicate,pop,gen,prefS,H0,selModel
8,STM,6,0.2,0.22,hetAltLocusPref
8,STH,6,0.2,0.56,hetAltLocusPref
8,STL,7,0.2,0.16,hetAltLocusPref
8,STM,7,0.2,0.26,hetAltLocusPref
8,STH,7,0.2,0.5,hetAltLocusPref
8,STL,8,0.2,0.2,hetAltLocusPref
8,STM,8,0.2,0.26,hetAltLocusPref
8,STH,8,0.2,0.4,hetAltLocusPref
8,STL,9,0.2,0.28,hetAltLocusPref
8,STM,9,0.2,0.24,hetAltLocusPref
8,STH,9,0.2,0.44,hetAltLocusPref
8,STL,10,0.2,0.24,hetAltLocusPref
8,STM,10,0.2,0.12,hetAltLocusPref
8,STH,10,0.2,0.44,hetAltLocusPref
8,STL,11,0.2,0.14,hetAltLocusPref
8,STM,11,0.2,0.1,hetAltLocusPref
8,STH,11,0.2,0.44,hetAltLocusPref
8,STL,12,0.2,0.2,hetAltLocusPref
8,STM,12,0.2,0.08,hetAltLocusPref
8,STH,12,0.2,0.24,hetAltLocusPref
8,STL,13,0.2,0.14,hetAltLocusPref
8,STM,13,0.2,0.1,hetAltLocusPref
8,STH,13,0.2,0.2,hetAltLocusPref
8,STL,14,0.2,0.1,hetAltLocusPref
8,STM,14,0.2,0.2,hetAltLocusPref
8,STH,14,0.2,0.26,hetAltLocusPref
8,STL,15,0.2,0.06,hetAltLocusPref
8,STM,15,0.2,0.2,hetAltLocusPref
8,STH,15,0.2,0.26,hetAltLocusPref
8,STL,16,0.2,0.12,hetAltLocusPref
8,STM,16,0.2,0.1,hetAltLocusPref
8,STH,16,0.2,0.24,hetAltLocusPref
8,STL,17,0.2,0.1,hetAltLocusPref
8,STM,17,0.2,0.14,hetAltLocusPref
8,STH,17,0.2,0.26,hetAltLocusPref
8,STL,18,0.2,0.1,hetAltLocusPref
8,STM,18,0.2,0.06,hetAltLocusPref
8,STH,18,0.2,0.18,hetAltLocusPref
8,STL,19,0.2,0.08,hetAltLocusPref
8,STM,19,0.2,0.02,hetAltLocusPref
8,STH,19,0.2,0.16,hetAltLocusPref
8,STL,20,0.2,0.02,hetAltLocusPref
8,STM,20,0.2,0,hetAltLocusPref
8,STH,20,0.2,0.14,hetAltLocusPref
9,STL,1,0.2,1,hetAltLocusPref
9,STM,1,0.2,1,hetAltLocusPref
9,STH,1,0.2,1,hetAltLocusPref
9,STL,2,0.2,0.7,hetAltLocusPref
9,STM,2,0.2,0.66,hetAltLocusPref
9,STH,2,0.2,0.68,hetAltLocusPref
9,STL,3,0.2,0.56,hetAltLocusPref
9,STM,3,0.2,0.48,hetAltLocusPref
9,STH,3,0.2,0.58,hetAltLocusPref
9,STL,4,0.2,0.54,hetAltLocusPref
9,STM,4,0.2,0.3,hetAltLocusPref
9,STH,4,0.2,0.34,hetAltLocusPref
9,STL,5,0.2,0.44,hetAltLocusPref
9,STM,5,0.2,0.28,hetAltLocusPref
9,STH,5,0.2,0.36,hetAltLocusPref
9,STL,6,0.2,0.36,hetAltLocusPref
9,STM,6,0.2,0.26,hetAltLocusPref
9,STH,6,0.2,0.34,hetAltLocusPref
9,STL,7,0.2,0.42,hetAltLocusPref
9,STM,7,0.2,0.34,hetAltLocusPref
