replicate,pop,gen,disS,Fis,selModel
8,STM,8,0.6,-0.2895,incompHetPrefSel
8,STH,8,0.6,-0.1951,incompHetPrefSel
8,STL,9,0.6,-0.2727,incompHetPrefSel
8,STM,9,0.6,-0.2895,incompHetPrefSel
8,STH,9,0.6,-0.225,incompHetPrefSel
8,STL,10,0.6,-0.2099,incompHetPrefSel
8,STM,10,0.6,-0.1354,incompHetPrefSel
8,STH,10,0.6,-0.2895,incompHetPrefSel
8,STL,11,0.6,-0.2405,incompHetPrefSel
8,STM,11,0.6,-0.2564,incompHetPrefSel
8,STH,11,0.6,-0.2405,incompHetPrefSel
8,STL,12,0.6,-0.3243,incompHetPrefSel
8,STM,12,0.6,-0.1951,incompHetPrefSel
8,STH,12,0.6,-0.2405,incompHetPrefSel
8,STL,13,0.6,-0.3243,incompHetPrefSel
8,STM,13,0.6,-0.2099,incompHetPrefSel
8,STH,13,0.6,-0.2564,incompHetPrefSel
8,STL,14,0.6,-0.3243,incompHetPrefSel
8,STM,14,0.6,-0.3067,incompHetPrefSel
8,STH,14,0.6,-0.2099,incompHetPrefSel
8,STL,15,0.6,-0.0865,incompHetPrefSel
8,STM,15,0.6,-0.2528,incompHetPrefSel
8,STH,15,0.6,-0.1667,incompHetPrefSel
8,STL,16,0.6,-0.3067,incompHetPrefSel
8,STM,16,0.6,-0.259,incompHetPrefSel
8,STH,16,0.6,-0.1807,incompHetPrefSel
8,STL,17,0.6,-0.2405,incompHetPrefSel
8,STM,17,0.6,-0.1807,incompHetPrefSel
8,STH,17,0.6,-0.0146,incompHetPrefSel
8,STL,18,0.6,-0.2895,incompHetPrefSel
8,STM,18,0.6,-0.4203,incompHetPrefSel
8,STH,18,0.6,-0.225,incompHetPrefSel
8,STL,19,0.6,-0.4203,incompHetPrefSel
8,STM,19,0.6,-0.2775,incompHetPrefSel
8,STH,19,0.6,-0.1395,incompHetPrefSel
8,STL,20,0.6,-0.3209,incompHetPrefSel
8,STM,20,0.6,-0.4,incompHetPrefSel
8,STH,20,0.6,-0.1807,incompHetPrefSel
