replicate,pop,gen,disS,Fis,selModel
9,STM,7,0.2,-0.2405,incompDisSel
9,STH,7,0.2,-0.225,incompDisSel
9,STL,8,0.2,-0.1136,incompDisSel
9,STM,8,0.2,-0.1951,incompDisSel
9,STH,8,0.2,-0.1667,incompDisSel
9,STL,9,0.2,-0.1264,incompDisSel
9,STM,9,0.2,-0.053,incompDisSel
9,STH,9,0.2,-0.1136,incompDisSel
9,STL,10,0.2,-0.225,incompDisSel
9,STM,10,0.2,-0.2099,incompDisSel
9,STH,10,0.2,-0.0889,incompDisSel
9,STL,11,0.2,-0.1529,incompDisSel
9,STM,11,0.2,-0.1529,incompDisSel
9,STH,11,0.2,-0.1011,incompDisSel
9,STL,12,0.2,-0.1667,incompDisSel
9,STM,12,0.2,-0.1529,incompDisSel
9,STH,12,0.2,-0.1395,incompDisSel
9,STL,13,0.2,-0.1395,incompDisSel
9,STM,13,0.2,-0.1529,incompDisSel
9,STH,13,0.2,-0.1951,incompDisSel
9,STL,14,0.2,-0.0889,incompDisSel
9,STM,14,0.2,-0.225,incompDisSel
9,STH,14,0.2,-0.2099,incompDisSel
9,STL,15,0.2,-0.0889,incompDisSel
9,STM,15,0.2,-0.074,incompDisSel
9,STH,15,0.2,-0.115,incompDisSel
9,STL,16,0.2,-0.0316,incompDisSel
9,STM,16,0.2,-0.176,incompDisSel
9,STH,16,0.2,-0.1011,incompDisSel
9,STL,17,0.2,0,incompDisSel
9,STM,17,0.2,-0.3425,incompDisSel
9,STH,17,0.2,-0.1011,incompDisSel
9,STL,18,0.2,-0.0208,incompDisSel
9,STM,18,0.2,-0.1964,incompDisSel
9,STH,18,0.2,-0.1264,incompDisSel
9,STL,19,0.2,-0.0769,incompDisSel
9,STM,19,0.2,-0.2564,incompDisSel
9,STH,19,0.2,-0.1136,incompDisSel
9,STL,20,0.2,-0.0652,incompDisSel
9,STM,20,0.2,-0.2564,incompDisSel
9,STH,20,0.2,-0.1807,incompDisSel
10,STL,1,0.2,-1,incompDisSel
10,STM,1,0.2,-1,incompDisSel
10,STH,1,0.2,-1,incompDisSel
10,STL,2,0.2,-0.4848,incompDisSel
10,STM,2,0.2,-0.3803,incompDisSel
10,STH,2,0.2,-0.4939,incompDisSel
10,STL,3,0.2,-0.3243,incompDisSel
10,STM,3,0.2,-0.259,incompDisSel
10,STH,3,0.2,-0.3611,incompDisSel
10,STL,4,0.2,-0.2099,incompDisSel
10,STM,4,0.2,-0.2405,incompDisSel
10,STH,4,0.2,-0.2379,incompDisSel
10,STL,5,0.2,-0.225,incompDisSel
10,STM,5,0.2,-0.053,incompDisSel
10,STH,5,0.2,-0.3936,incompDisSel
10,STL,6,0.2,-0.2405,incompDisSel
10,STM,6,0.2,-0.2099,incompDisSel
10,STH,6,0.2,-0.2727,incompDisSel
10,STL,7,0.2,-0.2895,incompDisSel
10,STM,7,0.2,-0.1395,incompDisSel
10,STH,7,0.2,-0.3067,incompDisSel
10,STL,8,0.2,-0.2564,incompDisSel
10,STM,8,0.2,-0.1395,incompDisSel
10,STH,8,0.2,-0.225,incompDisSel
10,STL,9,0.2,-0.1807,incompDisSel
10,STM,9,0.2,-0.1667,incompDisSel
10,STH,9,0.2,-0.1667,incompDisSel
10,STL,10,0.2,-0.1951,incompDisSel
10,STM,10,0.2,-0.2099,incompDisSel
10,STH,10,0.2,0.0134,incompDisSel
10,STL,11,0.2,-0.1529,incompDisSel
10,STM,11,0.2,-0.1807,incompDisSel
10,STH,11,0.2,-0.1395,incompDisSel
10,STL,12,0.2,-0.0652,incompDisSel
10,STM,12,0.2,-0.1136,incompDisSel
10,STH,12,0.2,-0.0889,incompDisSel
10,STL,13,0.2,-0.1011,incompDisSel
10,STM,13,0.2,-0.0769,incompDisSel
10,STH,13,0.2,-0.1136,incompDisSel
10,STL,14,0.2,0.1552,incompDisSel
10,STM,14,0.2,-0.0103,incompDisSel
10,STH,14,0.2,-0.1264,incompDisSel
10,STL,15,0.2,-0.0769,incompDisSel
10,STM,15,0.2,-0.0103,incompDisSel
10,STH,15,0.2,-0.1667,incompDisSel
10,STL,16,0.2,-0.0316,incompDisSel
