replicate,pop,gen,odomS,H0,selModel
2,STH,4,0.2,0.46,incompODomSexDistSel
2,STL,5,0.2,0.46,incompODomSexDistSel
2,STM,5,0.2,0.56,incompODomSexDistSel
2,STH,5,0.2,0.46,incompODomSexDistSel
2,STL,6,0.2,0.32,incompODomSexDistSel
2,STM,6,0.2,0.54,incompODomSexDistSel
2,STH,6,0.2,0.38,incompODomSexDistSel
2,STL,7,0.2,0.36,incompODomSexDistSel
2,STM,7,0.2,0.62,incompODomSexDistSel
2,STH,7,0.2,0.24,incompODomSexDistSel
2,STL,8,0.2,0.28,incompODomSexDistSel
2,STM,8,0.2,0.5,incompODomSexDistSel
2,STH,8,0.2,0.26,incompODomSexDistSel
2,STL,9,0.2,0.32,incompODomSexDistSel
2,STM,9,0.2,0.42,incompODomSexDistSel
2,STH,9,0.2,0.4,incompODomSexDistSel
2,STL,10,0.2,0.3,incompODomSexDistSel
2,STM,10,0.2,0.42,incompODomSexDistSel
2,STH,10,0.2,0.34,incompODomSexDistSel
2,STL,11,0.2,0.34,incompODomSexDistSel
2,STM,11,0.2,0.36,incompODomSexDistSel
2,STH,11,0.2,0.44,incompODomSexDistSel
2,STL,12,0.2,0.44,incompODomSexDistSel
2,STM,12,0.2,0.36,incompODomSexDistSel
2,STH,12,0.2,0.4,incompODomSexDistSel
2,STL,13,0.2,0.4,incompODomSexDistSel
2,STM,13,0.2,0.36,incompODomSexDistSel
2,STH,13,0.2,0.4,incompODomSexDistSel
2,STL,14,0.2,0.44,incompODomSexDistSel
2,STM,14,0.2,0.4,incompODomSexDistSel
2,STH,14,0.2,0.44,incompODomSexDistSel
2,STL,15,0.2,0.48,incompODomSexDistSel
2,STM,15,0.2,0.44,incompODomSexDistSel
2,STH,15,0.2,0.34,incompODomSexDistSel
2,STL,16,0.2,0.44,incompODomSexDistSel
2,STM,16,0.2,0.46,incompODomSexDistSel
2,STH,16,0.2,0.34,incompODomSexDistSel
2,STL,17,0.2,0.34,incompODomSexDistSel
2,STM,17,0.2,0.48,incompODomSexDistSel
2,STH,17,0.2,0.34,incompODomSexDistSel
2,STL,18,0.2,0.3,incompODomSexDistSel
2,STM,18,0.2,0.46,incompODomSexDistSel
2,STH,18,0.2,0.42,incompODomSexDistSel
2,STL,19,0.2,0.24,incompODomSexDistSel
2,STM,19,0.2,0.46,incompODomSexDistSel
2,STH,19,0.2,0.44,incompODomSexDistSel
2,STL,20,0.2,0.32,incompODomSexDistSel
2,STM,20,0.2,0.5,incompODomSexDistSel
2,STH,20,0.2,0.28,incompODomSexDistSel
3,STL,1,0.2,1,incompODomSexDistSel
3,STM,1,0.2,1,incompODomSexDistSel
3,STH,1,0.2,1,incompODomSexDistSel
3,STL,2,0.2,0.7,incompODomSexDistSel
3,STM,2,0.2,0.58,incompODomSexDistSel
3,STH,2,0.2,0.7,incompODomSexDistSel
3,STL,3,0.2,0.64,incompODomSexDistSel
3,STM,3,0.2,0.42,incompODomSexDistSel
3,STH,3,0.2,0.56,incompODomSexDistSel
3,STL,4,0.2,0.6,incompODomSexDistSel
3,STM,4,0.2,0.4,incompODomSexDistSel
3,STH,4,0.2,0.66,incompODomSexDistSel
3,STL,5,0.2,0.54,incompODomSexDistSel
3,STM,5,0.2,0.36,incompODomSexDistSel
3,STH,5,0.2,0.54,incompODomSexDistSel
3,STL,6,0.2,0.54,incompODomSexDistSel
3,STM,6,0.2,0.26,incompODomSexDistSel
3,STH,6,0.2,0.46,incompODomSexDistSel
3,STL,7,0.2,0.5,incompODomSexDistSel
3,STM,7,0.2,0.32,incompODomSexDistSel
3,STH,7,0.2,0.46,incompODomSexDistSel
3,STL,8,0.2,0.36,incompODomSexDistSel
3,STM,8,0.2,0.3,incompODomSexDistSel
3,STH,8,0.2,0.48,incompODomSexDistSel
3,STL,9,0.2,0.28,incompODomSexDistSel
3,STM,9,0.2,0.3,incompODomSexDistSel
3,STH,9,0.2,0.4,incompODomSexDistSel
3,STL,10,0.2,0.32,incompODomSexDistSel
3,STM,10,0.2,0.26,incompODomSexDistSel
3,STH,10,0.2,0.44,incompODomSexDistSel
3,STL,11,0.2,0.3,incompODomSexDistSel
3,STM,11,0.2,0.24,incompODomSexDistSel
3,STH,11,0.2,0.4,incompODomSexDistSel
3,STL,12,0.2,0.34,incompODomSexDistSel
3,STM,12,0.2,0.22,incompODomSexDistSel
3,STH,12,0.2,0.5,incompODomSexDistSel
3,STL,13,0.2,0.22,incompODomSexDistSel
3,STM,13,0.2,0.22,incompODomSexDistSel
3,STH,13,0.2,0.42,incompODomSexDistSel
3,STL,14,0.2,0.22,incompODomSexDistSel
3,STM,14,0.2,0.18,incompODomSexDistSel
3,STH,14,0.2,0.38,incompODomSexDistSel
3,STL,15,0.2,0.2,incompODomSexDistSel
3,STM,15,0.2,0.12,incompODomSexDistSel
3,STH,15,0.2,0.28,incompODomSexDistSel
3,STL,16,0.2,0.2,incompODomSexDistSel
3,STM,16,0.2,0.12,incompODomSexDistSel
3,STH,16,0.2,0.36,incompODomSexDistSel
3,STL,17,0.2,0.12,incompODomSexDistSel
3,STM,17,0.2,0.12,incompODomSexDistSel
3,STH,17,0.2,0.38,incompODomSexDistSel
3,STL,18,0.2,0.14,incompODomSexDistSel
3,STM,18,0.2,0.1,incompODomSexDistSel
3,STH,18,0.2,0.36,incompODomSexDistSel
3,STL,19,0.2,0.22,incompODomSexDistSel
3,STM,19,0.2,0.14,incompODomSexDistSel
3,STH,19,0.2,0.38,incompODomSexDistSel
3,STL,20,0.2,0.28,incompODomSexDistSel
3,STM,20,0.2,0.12,incompODomSexDistSel
3,STH,20,0.2,0.42,incompODomSexDistSel
4,STL,1,0.2,1,incompODomSexDistSel
4,STM,1,0.2,1,incompODomSexDistSel
4,STH,1,0.2,1,incompODomSexDistSel
4,STL,2,0.2,0.7,incompODomSexDistSel
4,STM,2,0.2,0.74,incompODomSexDistSel
4,STH,2,0.2,0.62,incompODomSexDistSel
4,STL,3,0.2,0.5,incompODomSexDistSel
4,STM,3,0.2,0.6,incompODomSexDistSel
4,STH,3,0.2,0.5,incompODomSexDistSel
4,STL,4,0.2,0.5,incompODomSexDistSel
4,STM,4,0.2,0.58,incompODomSexDistSel
4,STH,4,0.2,0.48,incompODomSexDistSel
4,STL,5,0.2,0.38,incompODomSexDistSel
4,STM,5,0.2,0.46,incompODomSexDistSel
4,STH,5,0.2,0.44,incompODomSexDistSel
4,STL,6,0.2,0.32,incompODomSexDistSel
4,STM,6,0.2,0.46,incompODomSexDistSel
4,STH,6,0.2,0.3,incompODomSexDistSel
4,STL,7,0.2,0.3,incompODomSexDistSel
4,STM,7,0.2,0.46,incompODomSexDistSel
4,STH,7,0.2,0.48,incompODomSexDistSel
4,STL,8,0.2,0.34,incompODomSexDistSel
4,STM,8,0.2,0.4,incompODomSexDistSel
4,STH,8,0.2,0.42,incompODomSexDistSel
4,STL,9,0.2,0.32,incompODomSexDistSel
4,STM,9,0.2,0.42,incompODomSexDistSel
4,STH,9,0.2,0.2,incompODomSexDistSel
4,STL,10,0.2,0.36,incompODomSexDistSel
4,STM,10,0.2,0.4,incompODomSexDistSel
4,STH,10,0.2,0.22,incompODomSexDistSel
4,STL,11,0.2,0.34,incompODomSexDistSel
4,STM,11,0.2,0.28,incompODomSexDistSel
4,STH,11,0.2,0.24,incompODomSexDistSel
4,STL,12,0.2,0.34,incompODomSexDistSel
4,STM,12,0.2,0.22,incompODomSexDistSel
4,STH,12,0.2,0.32,incompODomSexDistSel
4,STL,13,0.2,0.28,incompODomSexDistSel
4,STM,13,0.2,0.12,incompODomSexDistSel
4,STH,13,0.2,0.36,incompODomSexDistSel
4,STL,14,0.2,0.26,incompODomSexDistSel
4,STM,14,0.2,0.16,incompODomSexDistSel
4,STH,14,0.2,0.34,incompODomSexDistSel
4,STL,15,0.2,0.3,incompODomSexDistSel
4,STM,15,0.2,0.18,incompODomSexDistSel
4,STH,15,0.2,0.3,incompODomSexDistSel
4,STL,16,0.2,0.32,incompODomSexDistSel
4,STM,16,0.2,0.2,incompODomSexDistSel
4,STH,16,0.2,0.26,incompODomSexDistSel
4,STL,17,0.2,0.28,incompODomSexDistSel
4,STM,17,0.2,0.24,incompODomSexDistSel
4,STH,17,0.2,0.24,incompODomSexDistSel
4,STL,18,0.2,0.34,incompODomSexDistSel
4,STM,18,0.2,0.3,incompODomSexDistSel
4,STH,18,0.2,0.28,incompODomSexDistSel
4,STL,19,0.2,0.32,incompODomSexDistSel
4,STM,19,0.2,0.28,incompODomSexDistSel
4,STH,19,0.2,0.24,incompODomSexDistSel
4,STL,20,0.2,0.42,incompODomSexDistSel
4,STM,20,0.2,0.3,incompODomSexDistSel
4,STH,20,0.2,0.28,incompODomSexDistSel
5,STL,1,0.2,1,incompODomSexDistSel
5,STM,1,0.2,1,incompODomSexDistSel
5,STH,1,0.2,1,incompODomSexDistSel
5,STL,2,0.2,0.62,incompODomSexDistSel
5,STM,2,0.2,0.74,incompODomSexDistSel
5,STH,2,0.2,0.58,incompODomSexDistSel
5,STL,3,0.2,0.54,incompODomSexDistSel
5,STM,3,0.2,0.5,incompODomSexDistSel
5,STH,3,0.2,0.48,incompODomSexDistSel
5,STL,4,0.2,0.48,incompODomSexDistSel
5,STM,4,0.2,0.52,incompODomSexDistSel
5,STH,4,0.2,0.46,incompODomSexDistSel
5,STL,5,0.2,0.5,incompODomSexDistSel
5,STM,5,0.2,0.56,incompODomSexDistSel
5,STH,5,0.2,0.38,incompODomSexDistSel
5,STL,6,0.2,0.46,incompODomSexDistSel
5,STM,6,0.2,0.62,incompODomSexDistSel
5,STH,6,0.2,0.36,incompODomSexDistSel
5,STL,7,0.2,0.5,incompODomSexDistSel
5,STM,7,0.2,0.6,incompODomSexDistSel
5,STH,7,0.2,0.3,incompODomSexDistSel
5,STL,8,0.2,0.44,incompODomSexDistSel
5,STM,8,0.2,0.5,incompODomSexDistSel
5,STH,8,0.2,0.42,incompODomSexDistSel
5,STL,9,0.2,0.38,incompODomSexDistSel
5,STM,9,0.2,0.52,incompODomSexDistSel
5,STH,9,0.2,0.34,incompODomSexDistSel
5,STL,10,0.2,0.4,incompODomSexDistSel
5,STM,10,0.2,0.48,incompODomSexDistSel
5,STH,10,0.2,0.48,incompODomSexDistSel
5,STL,11,0.2,0.36,incompODomSexDistSel
5,STM,11,0.2,0.44,incompODomSexDistSel
5,STH,11,0.2,0.36,incompODomSexDistSel
5,STL,12,0.2,0.26,incompODomSexDistSel
5,STM,12,0.2,0.44,incompODomSexDistSel
5,STH,12,0.2,0.32,incompODomSexDistSel
5,STL,13,0.2,0.32,incompODomSexDistSel
5,STM,13,0.2,0.44,incompODomSexDistSel
5,STH,13,0.2,0.28,incompODomSexDistSel
5,STL,14,0.2,0.26,incompODomSexDistSel
5,STM,14,0.2,0.32,incompODomSexDistSel
5,STH,14,0.2,0.18,incompODomSexDistSel
5,STL,15,0.2,0.3,incompODomSexDistSel
5,STM,15,0.2,0.3,incompODomSexDistSel
5,STH,15,0.2,0.18,incompODomSexDistSel
5,STL,16,0.2,0.36,incompODomSexDistSel
5,STM,16,0.2,0.44,incompODomSexDistSel
5,STH,16,0.2,0.18,incompODomSexDistSel
5,STL,17,0.2,0.26,incompODomSexDistSel
5,STM,17,0.2,0.48,incompODomSexDistSel
5,STH,17,0.2,0.1,incompODomSexDistSel
5,STL,18,0.2,0.2,incompODomSexDistSel
5,STM,18,0.2,0.5,incompODomSexDistSel
5,STH,18,0.2,0.12,incompODomSexDistSel
5,STL,19,0.2,0.24,incompODomSexDistSel
5,STM,19,0.2,0.62,incompODomSexDistSel
5,STH,19,0.2,0.1,incompODomSexDistSel
5,STL,20,0.2,0.32,incompODomSexDistSel
5,STM,20,0.2,0.56,incompODomSexDistSel
5,STH,20,0.2,0.18,incompODomSexDistSel
6,STL,1,0.2,1,incompODomSexDistSel
6,STM,1,0.2,1,incompODomSexDistSel
6,STH,1,0.2,1,incompODomSexDistSel
6,STL,2,0.2,0.62,incompODomSexDistSel
6,STM,2,0.2,0.68,incompODomSexDistSel
6,STH,2,0.2,0.78,incompODomSexDistSel
6,STL,3,0.2,0.5,incompODomSexDistSel
6,STM,3,0.2,0.58,incompODomSexDistSel
6,STH,3,0.2,0.64,incompODomSexDistSel
6,STL,4,0.2,0.56,incompODomSexDistSel
6,STM,4,0.2,0.52,incompODomSexDistSel
6,STH,4,0.2,0.62,incompODomSexDistSel
6,STL,5,0.2,0.58,incompODomSexDistSel
6,STM,5,0.2,0.52,incompODomSexDistSel
6,STH,5,0.2,0.6,incompODomSexDistSel
6,STL,6,0.2,0.42,incompODomSexDistSel
6,STM,6,0.2,0.46,incompODomSexDistSel
6,STH,6,0.2,0.56,incompODomSexDistSel
6,STL,7,0.2,0.4,incompODomSexDistSel
6,STM,7,0.2,0.46,incompODomSexDistSel
6,STH,7,0.2,0.48,incompODomSexDistSel
6,STL,8,0.2,0.46,incompODomSexDistSel
6,STM,8,0.2,0.38,incompODomSexDistSel
6,STH,8,0.2,0.44,incompODomSexDistSel
6,STL,9,0.2,0.4,incompODomSexDistSel
6,STM,9,0.2,0.38,incompODomSexDistSel
6,STH,9,0.2,0.4,incompODomSexDistSel
6,STL,10,0.2,0.52,incompODomSexDistSel
6,STM,10,0.2,0.38,incompODomSexDistSel
6,STH,10,0.2,0.38,incompODomSexDistSel
6,STL,11,0.2,0.48,incompODomSexDistSel
6,STM,11,0.2,0.38,incompODomSexDistSel
6,STH,11,0.2,0.42,incompODomSexDistSel
6,STL,12,0.2,0.46,incompODomSexDistSel
6,STM,12,0.2,0.5,incompODomSexDistSel
6,STH,12,0.2,0.32,incompODomSexDistSel
6,STL,13,0.2,0.4,incompODomSexDistSel
6,STM,13,0.2,0.52,incompODomSexDistSel
6,STH,13,0.2,0.34,incompODomSexDistSel
6,STL,14,0.2,0.42,incompODomSexDistSel
6,STM,14,0.2,0.48,incompODomSexDistSel
6,STH,14,0.2,0.36,incompODomSexDistSel
6,STL,15,0.2,0.36,incompODomSexDistSel
6,STM,15,0.2,0.36,incompODomSexDistSel
6,STH,15,0.2,0.48,incompODomSexDistSel
6,STL,16,0.2,0.42,incompODomSexDistSel
6,STM,16,0.2,0.38,incompODomSexDistSel
6,STH,16,0.2,0.36,incompODomSexDistSel
6,STL,17,0.2,0.5,incompODomSexDistSel
6,STM,17,0.2,0.4,incompODomSexDistSel
6,STH,17,0.2,0.3,incompODomSexDistSel
6,STL,18,0.2,0.48,incompODomSexDistSel
6,STM,18,0.2,0.3,incompODomSexDistSel
6,STH,18,0.2,0.36,incompODomSexDistSel
6,STL,19,0.2,0.32,incompODomSexDistSel
6,STM,19,0.2,0.32,incompODomSexDistSel
6,STH,19,0.2,0.42,incompODomSexDistSel
6,STL,20,0.2,0.26,incompODomSexDistSel
6,STM,20,0.2,0.36,incompODomSexDistSel
6,STH,20,0.2,0.42,incompODomSexDistSel
7,STL,1,0.2,1,incompODomSexDistSel
7,STM,1,0.2,1,incompODomSexDistSel
7,STH,1,0.2,1,incompODomSexDistSel
7,STL,2,0.2,0.68,incompODomSexDistSel
7,STM,2,0.2,0.66,incompODomSexDistSel
7,STH,2,0.2,0.62,incompODomSexDistSel
7,STL,3,0.2,0.58,incompODomSexDistSel
7,STM,3,0.2,0.64,incompODomSexDistSel
7,STH,3,0.2,0.46,incompODomSexDistSel
7,STL,4,0.2,0.52,incompODomSexDistSel
7,STM,4,0.2,0.48,incompODomSexDistSel
7,STH,4,0.2,0.42,incompODomSexDistSel
7,STL,5,0.2,0.44,incompODomSexDistSel
7,STM,5,0.2,0.5,incompODomSexDistSel
7,STH,5,0.2,0.32,incompODomSexDistSel
7,STL,6,0.2,0.4,incompODomSexDistSel
7,STM,6,0.2,0.5,incompODomSexDistSel
7,STH,6,0.2,0.34,incompODomSexDistSel
7,STL,7,0.2,0.34,incompODomSexDistSel
7,STM,7,0.2,0.58,incompODomSexDistSel
7,STH,7,0.2,0.26,incompODomSexDistSel
7,STL,8,0.2,0.38,incompODomSexDistSel
7,STM,8,0.2,0.52,incompODomSexDistSel
7,STH,8,0.2,0.36,incompODomSexDistSel
7,STL,9,0.2,0.42,incompODomSexDistSel
7,STM,9,0.2,0.34,incompODomSexDistSel
7,STH,9,0.2,0.3,incompODomSexDistSel
7,STL,10,0.2,0.36,incompODomSexDistSel
7,STM,10,0.2,0.36,incompODomSexDistSel
7,STH,10,0.2,0.36,incompODomSexDistSel
7,STL,11,0.2,0.4,incompODomSexDistSel
7,STM,11,0.2,0.3,incompODomSexDistSel
7,STH,11,0.2,0.36,incompODomSexDistSel
7,STL,12,0.2,0.3,incompODomSexDistSel
7,STM,12,0.2,0.28,incompODomSexDistSel
7,STH,12,0.2,0.38,incompODomSexDistSel
7,STL,13,0.2,0.18,incompODomSexDistSel
7,STM,13,0.2,0.3,incompODomSexDistSel
7,STH,13,0.2,0.4,incompODomSexDistSel
7,STL,14,0.2,0.14,incompODomSexDistSel
7,STM,14,0.2,0.38,incompODomSexDistSel
7,STH,14,0.2,0.36,incompODomSexDistSel
7,STL,15,0.2,0.14,incompODomSexDistSel
7,STM,15,0.2,0.32,incompODomSexDistSel
7,STH,15,0.2,0.28,incompODomSexDistSel
7,STL,16,0.2,0.1,incompODomSexDistSel
7,STM,16,0.2,0.3,incompODomSexDistSel
7,STH,16,0.2,0.3,incompODomSexDistSel
7,STL,17,0.2,0.12,incompODomSexDistSel
7,STM,17,0.2,0.24,incompODomSexDistSel
7,STH,17,0.2,0.2,incompODomSexDistSel
7,STL,18,0.2,0.08,incompODomSexDistSel
7,STM,18,0.2,0.38,incompODomSexDistSel
7,STH,18,0.2,0.22,incompODomSexDistSel
7,STL,19,0.2,0.1,incompODomSexDistSel
7,STM,19,0.2,0.38,incompODomSexDistSel
7,STH,19,0.2,0.38,incompODomSexDistSel
7,STL,20,0.2,0.1,incompODomSexDistSel
7,STM,20,0.2,0.34,incompODomSexDistSel
7,STH,20,0.2,0.48,incompODomSexDistSel
8,STL,1,0.2,1,incompODomSexDistSel
8,STM,1,0.2,1,incompODomSexDistSel
8,STH,1,0.2,1,incompODomSexDistSel
8,STL,2,0.2,0.8,incompODomSexDistSel
8,STM,2,0.2,0.76,incompODomSexDistSel
8,STH,2,0.2,0.56,incompODomSexDistSel
8,STL,3,0.2,0.66,incompODomSexDistSel
8,STM,3,0.2,0.6,incompODomSexDistSel
8,STH,3,0.2,0.54,incompODomSexDistSel
8,STL,4,0.2,0.62,incompODomSexDistSel
8,STM,4,0.2,0.64,incompODomSexDistSel
8,STH,4,0.2,0.6,incompODomSexDistSel
8,STL,5,0.2,0.6,incompODomSexDistSel
8,STM,5,0.2,0.64,incompODomSexDistSel
8,STH,5,0.2,0.62,incompODomSexDistSel
8,STL,6,0.2,0.58,incompODomSexDistSel
8,STM,6,0.2,0.52,incompODomSexDistSel
8,STH,6,0.2,0.66,incompODomSexDistSel
8,STL,7,0.2,0.48,incompODomSexDistSel
8,STM,7,0.2,0.48,incompODomSexDistSel
8,STH,7,0.2,0.48,incompODomSexDistSel
8,STL,8,0.2,0.42,incompODomSexDistSel
8,STM,8,0.2,0.42,incompODomSexDistSel
8,STH,8,0.2,0.48,incompODomSexDistSel
8,STL,9,0.2,0.42,incompODomSexDistSel
8,STM,9,0.2,0.38,incompODomSexDistSel
8,STH,9,0.2,0.44,incompODomSexDistSel
8,STL,10,0.2,0.44,incompODomSexDistSel
8,STM,10,0.2,0.42,incompODomSexDistSel
8,STH,10,0.2,0.44,incompODomSexDistSel
8,STL,11,0.2,0.46,incompODomSexDistSel
8,STM,11,0.2,0.42,incompODomSexDistSel
8,STH,11,0.2,0.28,incompODomSexDistSel
8,STL,12,0.2,0.44,incompODomSexDistSel
8,STM,12,0.2,0.36,incompODomSexDistSel
8,STH,12,0.2,0.26,incompODomSexDistSel
8,STL,13,0.2,0.48,incompODomSexDistSel
8,STM,13,0.2,0.3,incompODomSexDistSel
8,STH,13,0.2,0.28,incompODomSexDistSel
8,STL,14,0.2,0.4,incompODomSexDistSel
8,STM,14,0.2,0.3,incompODomSexDistSel
8,STH,14,0.2,0.24,incompODomSexDistSel
8,STL,15,0.2,0.46,incompODomSexDistSel
8,STM,15,0.2,0.28,incompODomSexDistSel
8,STH,15,0.2,0.22,incompODomSexDistSel
8,STL,16,0.2,0.46,incompODomSexDistSel
8,STM,16,0.2,0.3,incompODomSexDistSel
8,STH,16,0.2,0.16,incompODomSexDistSel
8,STL,17,0.2,0.48,incompODomSexDistSel
8,STM,17,0.2,0.3,incompODomSexDistSel
8,STH,17,0.2,0.18,incompODomSexDistSel
8,STL,18,0.2,0.4,incompODomSexDistSel
8,STM,18,0.2,0.26,incompODomSexDistSel
8,STH,18,0.2,0.22,incompODomSexDistSel
8,STL,19,0.2,0.42,incompODomSexDistSel
8,STM,19,0.2,0.24,incompODomSexDistSel
8,STH,19,0.2,0.22,incompODomSexDistSel
8,STL,20,0.2,0.44,incompODomSexDistSel
8,STM,20,0.2,0.28,incompODomSexDistSel
8,STH,20,0.2,0.18,incompODomSexDistSel
9,STL,1,0.2,1,incompODomSexDistSel
9,STM,1,0.2,1,incompODomSexDistSel
9,STH,1,0.2,1,incompODomSexDistSel
9,STL,2,0.2,0.7,incompODomSexDistSel
9,STM,2,0.2,0.66,incompODomSexDistSel
9,STH,2,0.2,0.66,incompODomSexDistSel
9,STL,3,0.2,0.7,incompODomSexDistSel
9,STM,3,0.2,0.46,incompODomSexDistSel
9,STH,3,0.2,0.58,incompODomSexDistSel
9,STL,4,0.2,0.52,incompODomSexDistSel
9,STM,4,0.2,0.32,incompODomSexDistSel
9,STH,4,0.2,0.48,incompODomSexDistSel
9,STL,5,0.2,0.6,incompODomSexDistSel
9,STM,5,0.2,0.28,incompODomSexDistSel
9,STH,5,0.2,0.76,incompODomSexDistSel
9,STL,6,0.2,0.44,incompODomSexDistSel
9,STM,6,0.2,0.36,incompODomSexDistSel
9,STH,6,0.2,0.54,incompODomSexDistSel
9,STL,7,0.2,0.32,incompODomSexDistSel
9,STM,7,0.2,0.4,incompODomSexDistSel
9,STH,7,0.2,0.58,incompODomSexDistSel
9,STL,8,0.2,0.32,incompODomSexDistSel
9,STM,8,0.2,0.42,incompODomSexDistSel
9,STH,8,0.2,0.5,incompODomSexDistSel
9,STL,9,0.2,0.4,incompODomSexDistSel
9,STM,9,0.2,0.5,incompODomSexDistSel
9,STH,9,0.2,0.4,incompODomSexDistSel
9,STL,10,0.2,0.38,incompODomSexDistSel
9,STM,10,0.2,0.44,incompODomSexDistSel
9,STH,10,0.2,0.46,incompODomSexDistSel
9,STL,11,0.2,0.42,incompODomSexDistSel
9,STM,11,0.2,0.44,incompODomSexDistSel
9,STH,11,0.2,0.46,incompODomSexDistSel
9,STL,12,0.2,0.48,incompODomSexDistSel
9,STM,12,0.2,0.44,incompODomSexDistSel
9,STH,12,0.2,0.38,incompODomSexDistSel
9,STL,13,0.2,0.54,incompODomSexDistSel
9,STM,13,0.2,0.38,incompODomSexDistSel
9,STH,13,0.2,0.46,incompODomSexDistSel
9,STL,14,0.2,0.44,incompODomSexDistSel
9,STM,14,0.2,0.5,incompODomSexDistSel
9,STH,14,0.2,0.32,incompODomSexDistSel
9,STL,15,0.2,0.32,incompODomSexDistSel
9,STM,15,0.2,0.4,incompODomSexDistSel
9,STH,15,0.2,0.34,incompODomSexDistSel
9,STL,16,0.2,0.36,incompODomSexDistSel
9,STM,16,0.2,0.46,incompODomSexDistSel
9,STH,16,0.2,0.38,incompODomSexDistSel
9,STL,17,0.2,0.4,incompODomSexDistSel
9,STM,17,0.2,0.4,incompODomSexDistSel
9,STH,17,0.2,0.4,incompODomSexDistSel
9,STL,18,0.2,0.54,incompODomSexDistSel
9,STM,18,0.2,0.3,incompODomSexDistSel
9,STH,18,0.2,0.42,incompODomSexDistSel
9,STL,19,0.2,0.54,incompODomSexDistSel
9,STM,19,0.2,0.2,incompODomSexDistSel
9,STH,19,0.2,0.34,incompODomSexDistSel
9,STL,20,0.2,0.32,incompODomSexDistSel
