replicate,pop,gen,V4,selModel
12,STM,11,-0.0652,incompSel
12,STH,11,-0.1264,incompSel
12,STL,12,-0.0652,incompSel
12,STM,12,-0.0889,incompSel
12,STH,12,0.0375,incompSel
12,STL,13,-0.1264,incompSel
12,STM,13,-0.0652,incompSel
12,STH,13,-0.1667,incompSel
12,STL,14,-0.1011,incompSel
12,STM,14,-0.1395,incompSel
12,STH,14,-0.0889,incompSel
12,STL,15,-0.0769,incompSel
12,STM,15,-0.1667,incompSel
12,STH,15,-0.0889,incompSel
12,STL,16,-0.0769,incompSel
12,STM,16,-0.2564,incompSel
12,STH,16,-0.0889,incompSel
12,STL,17,-0.0208,incompSel
12,STM,17,-0.2099,incompSel
12,STH,17,-0.0208,incompSel
12,STL,18,-0.0103,incompSel
12,STM,18,-0.1529,incompSel
12,STH,18,-0.0316,incompSel
12,STL,19,-0.0316,incompSel
12,STM,19,-0.1011,incompSel
12,STH,19,0,incompSel
12,STL,20,-0.0316,incompSel
12,STM,20,-0.0769,incompSel
12,STH,20,-0.0103,incompSel
13,STL,1,-1,incompSel
13,STM,1,-1,incompSel
13,STH,1,-1,incompSel
13,STL,2,-0.6059,incompSel
13,STM,2,-0.4177,incompSel
13,STH,2,-0.4073,incompSel
13,STL,3,-0.4678,incompSel
13,STM,3,-0.3022,incompSel
13,STH,3,-0.4177,incompSel
13,STL,4,-0.3022,incompSel
13,STM,4,-0.4,incompSel
13,STH,4,-0.2528,incompSel
13,STL,5,-0.1354,incompSel
13,STM,5,-0.1807,incompSel
13,STH,5,-0.3425,incompSel
13,STL,6,-0.053,incompSel
13,STM,6,-0.0946,incompSel
13,STH,6,-0.3611,incompSel
13,STL,7,-0.1354,incompSel
13,STM,7,-0.2727,incompSel
13,STH,7,-0.2564,incompSel
13,STL,8,-0.1667,incompSel
13,STM,8,-0.0316,incompSel
13,STH,8,-0.2895,incompSel
13,STL,9,-0.1667,incompSel
13,STM,9,-0.1807,incompSel
13,STH,9,-0.2405,incompSel
13,STL,10,-0.2405,incompSel
13,STM,10,-0.0889,incompSel
13,STH,10,-0.1951,incompSel
13,STL,11,-0.1354,incompSel
13,STM,11,-0.0316,incompSel
13,STH,11,-0.2405,incompSel
13,STL,12,-0.176,incompSel
13,STM,12,-0.0208,incompSel
13,STH,12,-0.225,incompSel
13,STL,13,-0.1529,incompSel
13,STM,13,-0.0426,incompSel
13,STH,13,-0.1136,incompSel
13,STL,14,-0.1011,incompSel
13,STM,14,0,incompSel
13,STH,14,-0.1011,incompSel
13,STL,15,-0.1807,incompSel
13,STM,15,-0.0103,incompSel
13,STH,15,-0.0538,incompSel
13,STL,16,-0.1011,incompSel
13,STM,16,-0.0316,incompSel
13,STH,16,-0.0652,incompSel
13,STL,17,-0.0652,incompSel
13,STM,17,-0.0316,incompSel
13,STH,17,-0.0652,incompSel
13,STL,18,-0.0538,incompSel
13,STM,18,-0.0208,incompSel
13,STH,18,-0.0889,incompSel
13,STL,19,-0.0316,incompSel
13,STM,19,0,incompSel
13,STH,19,-0.0889,incompSel
13,STL,20,-0.0316,incompSel
13,STM,20,0,incompSel
13,STH,20,-0.0538,incompSel
14,STL,1,-1,incompSel
14,STM,1,-1,incompSel
14,STH,1,-1,incompSel
14,STL,2,-0.4678,incompSel
14,STM,2,-0.4083,incompSel
14,STH,2,-0.5223,incompSel
14,STL,3,-0.2383,incompSel
14,STM,3,-0.4,incompSel
