replicate,pop,gen,prefS,H0,selModel
6,STM,10,0.4,0.26,hetGenWidePref
6,STH,10,0.4,0.1,hetGenWidePref
6,STL,11,0.4,0.12,hetGenWidePref
6,STM,11,0.4,0.26,hetGenWidePref
6,STH,11,0.4,0.04,hetGenWidePref
6,STL,12,0.4,0.18,hetGenWidePref
6,STM,12,0.4,0.38,hetGenWidePref
6,STH,12,0.4,0.12,hetGenWidePref
6,STL,13,0.4,0.18,hetGenWidePref
6,STM,13,0.4,0.38,hetGenWidePref
6,STH,13,0.4,0.06,hetGenWidePref
6,STL,14,0.4,0.16,hetGenWidePref
6,STM,14,0.4,0.36,hetGenWidePref
6,STH,14,0.4,0.1,hetGenWidePref
6,STL,15,0.4,0.12,hetGenWidePref
6,STM,15,0.4,0.26,hetGenWidePref
6,STH,15,0.4,0.1,hetGenWidePref
6,STL,16,0.4,0.1,hetGenWidePref
6,STM,16,0.4,0.32,hetGenWidePref
6,STH,16,0.4,0.16,hetGenWidePref
6,STL,17,0.4,0.08,hetGenWidePref
6,STM,17,0.4,0.18,hetGenWidePref
6,STH,17,0.4,0.06,hetGenWidePref
6,STL,18,0.4,0.06,hetGenWidePref
6,STM,18,0.4,0.12,hetGenWidePref
6,STH,18,0.4,0.08,hetGenWidePref
6,STL,19,0.4,0.08,hetGenWidePref
6,STM,19,0.4,0.12,hetGenWidePref
6,STH,19,0.4,0.14,hetGenWidePref
6,STL,20,0.4,0,hetGenWidePref
6,STM,20,0.4,0.12,hetGenWidePref
6,STH,20,0.4,0.18,hetGenWidePref
7,STL,1,0.4,1,hetGenWidePref
7,STM,1,0.4,1,hetGenWidePref
7,STH,1,0.4,1,hetGenWidePref
7,STL,2,0.4,0.58,hetGenWidePref
7,STM,2,0.4,0.64,hetGenWidePref
7,STH,2,0.4,0.64,hetGenWidePref
7,STL,3,0.4,0.44,hetGenWidePref
7,STM,3,0.4,0.46,hetGenWidePref
7,STH,3,0.4,0.48,hetGenWidePref
7,STL,4,0.4,0.46,hetGenWidePref
7,STM,4,0.4,0.48,hetGenWidePref
7,STH,4,0.4,0.34,hetGenWidePref
7,STL,5,0.4,0.4,hetGenWidePref
7,STM,5,0.4,0.28,hetGenWidePref
7,STH,5,0.4,0.44,hetGenWidePref
7,STL,6,0.4,0.4,hetGenWidePref
7,STM,6,0.4,0.16,hetGenWidePref
7,STH,6,0.4,0.34,hetGenWidePref
7,STL,7,0.4,0.26,hetGenWidePref
7,STM,7,0.4,0.06,hetGenWidePref
7,STH,7,0.4,0.32,hetGenWidePref
7,STL,8,0.4,0.14,hetGenWidePref
7,STM,8,0.4,0.04,hetGenWidePref
7,STH,8,0.4,0.24,hetGenWidePref
7,STL,9,0.4,0.1,hetGenWidePref
7,STM,9,0.4,0,hetGenWidePref
7,STH,9,0.4,0.22,hetGenWidePref
7,STL,10,0.4,0.1,hetGenWidePref
7,STM,10,0.4,0,hetGenWidePref
7,STH,10,0.4,0.24,hetGenWidePref
7,STL,11,0.4,0.06,hetGenWidePref
7,STM,11,0.4,0,hetGenWidePref
7,STH,11,0.4,0.3,hetGenWidePref
7,STL,12,0.4,0.08,hetGenWidePref
7,STM,12,0.4,0,hetGenWidePref
7,STH,12,0.4,0.32,hetGenWidePref
7,STL,13,0.4,0.02,hetGenWidePref
7,STM,13,0.4,0,hetGenWidePref
7,STH,13,0.4,0.36,hetGenWidePref
7,STL,14,0.4,0.04,hetGenWidePref
7,STM,14,0.4,0,hetGenWidePref
7,STH,14,0.4,0.28,hetGenWidePref
7,STL,15,0.4,0.02,hetGenWidePref
7,STM,15,0.4,0,hetGenWidePref
7,STH,15,0.4,0.2,hetGenWidePref
7,STL,16,0.4,0,hetGenWidePref
7,STM,16,0.4,0,hetGenWidePref
7,STH,16,0.4,0.14,hetGenWidePref
7,STL,17,0.4,0,hetGenWidePref
7,STM,17,0.4,0,hetGenWidePref
7,STH,17,0.4,0.16,hetGenWidePref
7,STL,18,0.4,0,hetGenWidePref
7,STM,18,0.4,0,hetGenWidePref
7,STH,18,0.4,0.12,hetGenWidePref
7,STL,19,0.4,0,hetGenWidePref
7,STM,19,0.4,0,hetGenWidePref
7,STH,19,0.4,0.1,hetGenWidePref
7,STL,20,0.4,0,hetGenWidePref
7,STM,20,0.4,0,hetGenWidePref
7,STH,20,0.4,0.12,hetGenWidePref
8,STL,1,0.4,1,hetGenWidePref
8,STM,1,0.4,1,hetGenWidePref
8,STH,1,0.4,1,hetGenWidePref
8,STL,2,0.4,0.64,hetGenWidePref
8,STM,2,0.4,0.62,hetGenWidePref
8,STH,2,0.4,0.66,hetGenWidePref
8,STL,3,0.4,0.5,hetGenWidePref
8,STM,3,0.4,0.48,hetGenWidePref
8,STH,3,0.4,0.6,hetGenWidePref
8,STL,4,0.4,0.48,hetGenWidePref
8,STM,4,0.4,0.34,hetGenWidePref
8,STH,4,0.4,0.44,hetGenWidePref
8,STL,5,0.4,0.4,hetGenWidePref
8,STM,5,0.4,0.26,hetGenWidePref
8,STH,5,0.4,0.4,hetGenWidePref
8,STL,6,0.4,0.38,hetGenWidePref
8,STM,6,0.4,0.2,hetGenWidePref
8,STH,6,0.4,0.34,hetGenWidePref
